rolamento,condicao,snapshot,tempo_horas,rms
Bearing1_1,1,46,0.12777777777777777,0.5531262555841179
Bearing1_1,1,47,0.13055555555555556,0.47671547558518107
Bearing1_1,1,48,0.13333333333333333,0.4438836032697763
Bearing1_1,1,49,0.1361111111111111,0.40011746637104684
Bearing1_1,1,50,0.1388888888888889,0.37308046752881824
Bearing1_1,1,51,0.14166666666666666,0.4093511125750762
Bearing1_1,1,52,0.14444444444444443,0.4017988497380332
Bearing1_1,1,53,0.14722222222222223,0.38839584626358753
Bearing1_1,1,54,0.15,0.40134235271482244
Bearing1_1,1,55,0.1527777777777778,0.3730988141422357
Bearing1_1,1,56,0.15555555555555556,0.41522103292519735
Bearing1_1,1,57,0.15833333333333333,0.3622979273866046
Bearing1_1,1,58,0.16111111111111112,0.3715892576069584
Bearing1_1,1,59,0.1638888888888889,0.3812046434764127
Bearing1_1,1,60,0.16666666666666666,0.3686934363373592
Bearing1_1,1,61,0.16944444444444445,0.37878068919449764
Bearing1_1,1,62,0.17222222222222222,0.3816977489472537
Bearing1_1,1,63,0.175,0.38028154736626835
Bearing1_1,1,64,0.17777777777777778,0.3582619661040999
Bearing1_1,1,65,0.18055555555555555,0.39280711402393875
Bearing1_1,1,66,0.18333333333333332,0.3617116719501789
Bearing1_1,1,67,0.18611111111111112,0.3854070102809125
Bearing1_1,1,68,0.18888888888888888,0.4117157848853672
Bearing1_1,1,69,0.19166666666666668,0.3611145840238566
Bearing1_1,1,70,0.19444444444444445,0.3776084372901805
Bearing1_1,1,71,0.19722222222222222,0.4081337452662609
Bearing1_1,1,72,0.2,0.3923637007181304
Bearing1_1,1,73,0.20277777777777778,0.3750653021173399
Bearing1_1,1,74,0.20555555555555555,0.37104188842445657
Bearing1_1,1,75,0.20833333333333334,0.41015439165802275
Bearing1_1,1,76,0.2111111111111111,0.4206181333748122
Bearing1_1,1,77,0.21388888888888888,0.40083795698995317
Bearing1_1,1,78,0.21666666666666667,0.4350451637201427
Bearing1_1,1,79,0.21944444444444444,0.46185264352039224
Bearing1_1,1,80,0.2222222222222222,0.429960638092085
Bearing1_1,1,81,0.225,0.4267114241616937
Bearing1_1,1,82,0.22777777777777777,0.470896511413555
Bearing1_1,1,83,0.23055555555555557,0.44217257548726857
Bearing1_1,1,84,0.23333333333333334,0.48553244682947205
Bearing1_1,1,85,0.2361111111111111,0.47083423110695755
Bearing1_1,1,86,0.2388888888888889,0.4678231599343404
Bearing1_1,1,87,0.24166666666666667,0.47425640582930334
Bearing1_1,1,88,0.24444444444444444,0.4183267956294953
Bearing1_1,1,89,0.24722222222222223,0.47241406955738485
Bearing1_1,1,90,0.25,0.3859671009326403
Bearing1_1,1,91,0.25277777777777777,0.41789750801782544
Bearing1_1,1,92,0.25555555555555554,0.3995647284875801
Bearing1_1,1,93,0.25833333333333336,0.3719588289998038
Bearing1_1,1,94,0.2611111111111111,0.37686251537055754
Bearing1_1,1,95,0.2638888888888889,0.3846403389351832
Bearing1_1,1,96,0.26666666666666666,0.37570565682767004
Bearing1_1,1,97,0.26944444444444443,0.3706331932718263
Bearing1_1,1,98,0.2722222222222222,0.36954971077761495
Bearing1_1,1,99,0.275,0.36792042054407426
Bearing1_1,1,100,0.2777777777777778,0.38298007090735636
Bearing1_1,1,101,0.28055555555555556,0.36641973657989285
Bearing1_1,1,102,0.2833333333333333,0.37693393889907933
Bearing1_1,1,103,0.2861111111111111,0.36716927634562907
Bearing1_1,1,104,0.28888888888888886,0.3816247269949552
Bearing1_1,1,105,0.2916666666666667,0.4062720289562421
Bearing1_1,1,106,0.29444444444444445,0.37785658001843886
Bearing1_1,1,107,0.2972222222222222,0.4050864826144698
Bearing1_1,1,108,0.3,0.37381856825932896
Bearing1_1,1,109,0.30277777777777776,0.37220872757183077
Bearing1_1,1,110,0.3055555555555556,0.351186908259078
Bearing1_1,1,111,0.30833333333333335,0.3571917815308345
Bearing1_1,1,112,0.3111111111111111,0.3548391456510358
Bearing1_1,1,113,0.3138888888888889,0.35448503496571454
Bearing1_1,1,114,0.31666666666666665,0.3677558520574202
Bearing1_1,1,115,0.3194444444444444,0.3599742419155141
Bearing1_1,1,116,0.32222222222222224,0.378165255220289
Bearing1_1,1,117,0.325,0.33838694171092026
Bearing1_1,1,118,0.3277777777777778,0.3713088245737426
Bearing1_1,1,119,0.33055555555555555,0.358030738883045
Bearing1_1,1,120,0.3333333333333333,0.3631197825623991
Bearing1_1,1,121,0.33611111111111114,0.3634212977048021
Bearing1_1,1,122,0.3388888888888889,0.36016538668386816
Bearing1_1,1,123,0.3416666666666667,0.3595418246957705
Bearing1_1,1,124,0.34444444444444444,0.3478092651665854
Bearing1_1,1,125,0.3472222222222222,0.3653325116244807
Bearing1_1,1,126,0.35,0.38674439427430235
Bearing1_1,1,127,0.3527777777777778,0.34469286385777487
Bearing1_1,1,128,0.35555555555555557,0.36585658296745915
Bearing1_1,1,129,0.35833333333333334,0.36616008978450465
Bearing1_1,1,130,0.3611111111111111,0.35444877919578976
Bearing1_1,1,131,0.3638888888888889,0.38295270606570686
Bearing1_1,1,132,0.36666666666666664,0.3388213611694373
Bearing1_1,1,133,0.36944444444444446,0.3671315070429959
Bearing1_1,1,134,0.37222222222222223,0.3675427112630032
Bearing1_1,1,135,0.375,0.3691264108540572
Bearing1_1,1,136,0.37777777777777777,0.36369402375976545
Bearing1_1,1,137,0.38055555555555554,0.35458419795417406
Bearing1_1,1,138,0.38333333333333336,0.3821635818183691
Bearing1_1,1,139,0.3861111111111111,0.35920401235394755
Bearing1_1,1,140,0.3888888888888889,0.3584870217176917
Bearing1_1,1,141,0.39166666666666666,0.37530928324440055
Bearing1_1,1,142,0.39444444444444443,0.36787890439137394
Bearing1_1,1,143,0.3972222222222222,0.3509167600406265
Bearing1_1,1,144,0.4,0.3705725897652813
Bearing1_1,1,145,0.4027777777777778,0.3523535584464909
Bearing1_1,1,146,0.40555555555555556,0.363612461512313
Bearing1_1,1,147,0.4083333333333333,0.38895669027437435
Bearing1_1,1,148,0.4111111111111111,0.38008541096874154
Bearing1_1,1,149,0.41388888888888886,0.37125725375255636
Bearing1_1,1,150,0.4166666666666667,0.3571990628340782
Bearing1_1,1,151,0.41944444444444445,0.373454090792245
Bearing1_1,1,152,0.4222222222222222,0.3769875963322728
Bearing1_1,1,153,0.425,0.36121350471852526
Bearing1_1,1,154,0.42777777777777776,0.3686032772965184
Bearing1_1,1,155,0.4305555555555556,0.35660207032123803
Bearing1_1,1,156,0.43333333333333335,0.3469047302880239
Bearing1_1,1,157,0.4361111111111111,0.35797994629282975
Bearing1_1,1,158,0.4388888888888889,0.37568961730833195
Bearing1_1,1,159,0.44166666666666665,0.3862213930272756
Bearing1_1,1,160,0.4444444444444444,0.4096098736814774
Bearing1_1,1,161,0.44722222222222224,0.3823453478563743
Bearing1_1,1,162,0.45,0.37415222178117247
Bearing1_1,1,163,0.4527777777777778,0.3496169718052622
Bearing1_1,1,164,0.45555555555555555,0.36465729938763014
Bearing1_1,1,165,0.4583333333333333,0.35489216275254254
Bearing1_1,1,166,0.46111111111111114,0.38208473671938636
Bearing1_1,1,167,0.4638888888888889,0.3531195389996474
Bearing1_1,1,168,0.4666666666666667,0.40127249434034135
Bearing1_1,1,169,0.46944444444444444,0.36223934108423866
Bearing1_1,1,170,0.4722222222222222,0.34666201503819966
Bearing1_1,1,171,0.475,0.35061190944577214
Bearing1_1,1,172,0.4777777777777778,0.351992666092033
Bearing1_1,1,173,0.48055555555555557,0.38020987587790284
Bearing1_1,1,174,0.48333333333333334,0.3580066845713779
Bearing1_1,1,175,0.4861111111111111,0.3523592511694949
Bearing1_1,1,176,0.4888888888888889,0.3845974182322401
Bearing1_1,1,177,0.49166666666666664,0.3613868349196954
Bearing1_1,1,178,0.49444444444444446,0.3473034793775567
Bearing1_1,1,179,0.49722222222222223,0.3786175326201319
Bearing1_1,1,180,0.5,0.38527621126693534
Bearing1_1,1,181,0.5027777777777778,0.3765164889723044
Bearing1_1,1,182,0.5055555555555555,0.36779656270703914
Bearing1_1,1,183,0.5083333333333333,0.3924048627657021
Bearing1_1,1,184,0.5111111111111111,0.35262190839513713
Bearing1_1,1,185,0.5138888888888888,0.3561005737090105
Bearing1_1,1,186,0.5166666666666667,0.37697285675022796
Bearing1_1,1,187,0.5194444444444445,0.37051177641703475
Bearing1_1,1,188,0.5222222222222223,0.37263196821177597
Bearing1_1,1,189,0.525,0.3675077363726648
Bearing1_1,1,190,0.5277777777777778,0.3768481567955459
Bearing1_1,1,191,0.5305555555555556,0.37610075850242713
Bearing1_1,1,192,0.5333333333333333,0.37706904865809676
Bearing1_1,1,193,0.5361111111111111,0.36174154076826076
Bearing1_1,1,194,0.5388888888888889,0.3572003444285489
Bearing1_1,1,195,0.5416666666666666,0.3663054323769683
Bearing1_1,1,196,0.5444444444444444,0.36451922604483067
Bearing1_1,1,197,0.5472222222222223,0.3720125827183175
Bearing1_1,1,198,0.55,0.3730951645521485
Bearing1_1,1,199,0.5527777777777778,0.3440327997788917
Bearing1_1,1,200,0.5555555555555556,0.3583443767503134
Bearing1_1,1,201,0.5583333333333333,0.35767907709845
Bearing1_1,1,202,0.5611111111111111,0.3904310760969638
Bearing1_1,1,203,0.5638888888888889,0.3679729127758091
Bearing1_1,1,204,0.5666666666666667,0.38142755297887215
Bearing1_1,1,205,0.5694444444444444,0.37370628268756323
Bearing1_1,1,206,0.5722222222222222,0.3678436094040894
Bearing1_1,1,207,0.575,0.3789365260109336
Bearing1_1,1,208,0.5777777777777777,0.36413711858169834
Bearing1_1,1,209,0.5805555555555556,0.3514906170941525
Bearing1_1,1,210,0.5833333333333334,0.38729602310046335
Bearing1_1,1,211,0.5861111111111111,0.38281494668335464
Bearing1_1,1,212,0.5888888888888889,0.3577444003545811
Bearing1_1,1,213,0.5916666666666667,0.3706255168824427
Bearing1_1,1,214,0.5944444444444444,0.365939337992628
Bearing1_1,1,215,0.5972222222222222,0.37636901867190403
Bearing1_1,1,216,0.6,0.38195434967113195
Bearing1_1,1,217,0.6027777777777777,0.3601097902457011
Bearing1_1,1,218,0.6055555555555555,0.38396055674862306
Bearing1_1,1,219,0.6083333333333333,0.37470852505306323
Bearing1_1,1,220,0.6111111111111112,0.3684815015032596
Bearing1_1,1,221,0.6138888888888889,0.3707587843688033
Bearing1_1,1,222,0.6166666666666667,0.370447319044082
Bearing1_1,1,223,0.6194444444444445,0.3656609698960533
Bearing1_1,1,224,0.6222222222222222,0.36334994000338383
Bearing1_1,1,225,0.625,0.34758417964478183
Bearing1_1,1,226,0.6277777777777778,0.40875977118034534
Bearing1_1,1,227,0.6305555555555555,0.34272544323528836
Bearing1_1,1,228,0.6333333333333333,0.36416086216318005
Bearing1_1,1,229,0.6361111111111111,0.3544572665373593
Bearing1_1,1,230,0.6388888888888888,0.37316929165204354
Bearing1_1,1,231,0.6416666666666667,0.35351235217673954
Bearing1_1,1,232,0.6444444444444445,0.3450662286139021
Bearing1_1,1,233,0.6472222222222223,0.3668467642163892
Bearing1_1,1,234,0.65,0.3742145289189022
Bearing1_1,1,235,0.6527777777777778,0.367312163427319
Bearing1_1,1,236,0.6555555555555556,0.3637169160492207
Bearing1_1,1,237,0.6583333333333333,0.3617024457335409
Bearing1_1,1,238,0.6611111111111111,0.3682673402877747
Bearing1_1,1,239,0.6638888888888889,0.37520074248778756
Bearing1_1,1,240,0.6666666666666666,0.36419418414751453
Bearing1_1,1,241,0.6694444444444444,0.3583612448775154
Bearing1_1,1,242,0.6722222222222223,0.3722293190272934
Bearing1_1,1,243,0.675,0.372454973510546
Bearing1_1,1,244,0.6777777777777778,0.34531199670509294
Bearing1_1,1,245,0.6805555555555556,0.3578779559255311
Bearing1_1,1,246,0.6833333333333333,0.3788180856507513
Bearing1_1,1,247,0.6861111111111111,0.36127765773795456
Bearing1_1,1,248,0.6888888888888889,0.36159315126952346
Bearing1_1,1,249,0.6916666666666667,0.35967947859979654
Bearing1_1,1,250,0.6944444444444444,0.38285806107931997
Bearing1_1,1,251,0.6972222222222222,0.37527135554670893
Bearing1_1,1,252,0.7,0.3725917949558965
Bearing1_1,1,253,0.7027777777777777,0.40011346700951134
Bearing1_1,1,254,0.7055555555555556,0.3653134587729816
Bearing1_1,1,255,0.7083333333333334,0.35477784631877723
Bearing1_1,1,256,0.7111111111111111,0.36985848366397445
Bearing1_1,1,257,0.7138888888888889,0.34349633416889724
Bearing1_1,1,258,0.7166666666666667,0.3501389675385951
Bearing1_1,1,259,0.7194444444444444,0.38959855870800186
Bearing1_1,1,260,0.7222222222222222,0.3806366105619168
Bearing1_1,1,261,0.725,0.3689054396562907
Bearing1_1,1,262,0.7277777777777777,0.38594757763320225
Bearing1_1,1,263,0.7305555555555555,0.34679872537346
Bearing1_1,1,264,0.7333333333333333,0.38162914923846114
Bearing1_1,1,265,0.7361111111111112,0.3950249580043603
Bearing1_1,1,266,0.7388888888888889,0.3622904643579171
Bearing1_1,1,267,0.7416666666666667,0.3568692657967748
Bearing1_1,1,268,0.7444444444444445,0.3830944710241287
Bearing1_1,1,269,0.7472222222222222,0.3569126929837783
Bearing1_1,1,270,0.75,0.3670905041338039
Bearing1_1,1,271,0.7527777777777778,0.3675587748555176
Bearing1_1,1,272,0.7555555555555555,0.3797751953213078
Bearing1_1,1,273,0.7583333333333333,0.37830805322216937
Bearing1_1,1,274,0.7611111111111111,0.3697405174202339
Bearing1_1,1,275,0.7638888888888888,0.3472258955808724
Bearing1_1,1,276,0.7666666666666667,0.36056039437536325
Bearing1_1,1,277,0.7694444444444445,0.3840874111651081
Bearing1_1,1,278,0.7722222222222223,0.36107786441822004
Bearing1_1,1,279,0.775,0.34879122253567507
Bearing1_1,1,280,0.7777777777777778,0.37071154575268095
Bearing1_1,1,281,0.7805555555555556,0.3640781863669245
Bearing1_1,1,282,0.7833333333333333,0.361054798061474
Bearing1_1,1,283,0.7861111111111111,0.36575873982439994
Bearing1_1,1,284,0.7888888888888889,0.3626143019306284
Bearing1_1,1,285,0.7916666666666666,0.386774941258187
Bearing1_1,1,286,0.7944444444444444,0.37144960876703903
Bearing1_1,1,287,0.7972222222222223,0.36092887570394905
Bearing1_1,1,288,0.8,0.3769599515060762
Bearing1_1,1,289,0.8027777777777778,0.36166788160509994
Bearing1_1,1,290,0.8055555555555556,0.3376707016939929
Bearing1_1,1,291,0.8083333333333333,0.3658540040613537
Bearing1_1,1,292,0.8111111111111111,0.3663845529364863
Bearing1_1,1,293,0.8138888888888889,0.35803961459737904
Bearing1_1,1,294,0.8166666666666667,0.3362311768775401
Bearing1_1,1,295,0.8194444444444444,0.36886506986559103
Bearing1_1,1,296,0.8222222222222222,0.3556870805847092
Bearing1_1,1,297,0.825,0.38144213272703165
Bearing1_1,1,298,0.8277777777777777,0.3670164877106673
Bearing1_1,1,299,0.8305555555555556,0.3790632634540198
Bearing1_1,1,300,0.8333333333333334,0.3660141426723216
Bearing1_1,1,301,0.8361111111111111,0.3610437167893388
Bearing1_1,1,302,0.8388888888888889,0.35180255988897435
Bearing1_1,1,303,0.8416666666666667,0.3554484694543863
Bearing1_1,1,304,0.8444444444444444,0.3508616026612018
Bearing1_1,1,305,0.8472222222222222,0.3709047008275604
Bearing1_1,1,306,0.85,0.3453377876618839
Bearing1_1,1,307,0.8527777777777777,0.35779061202898466
Bearing1_1,1,308,0.8555555555555555,0.36252899506243613
Bearing1_1,1,309,0.8583333333333333,0.36872490871029534
Bearing1_1,1,310,0.8611111111111112,0.34791929771069635
Bearing1_1,1,311,0.8638888888888889,0.35951024188205005
Bearing1_1,1,312,0.8666666666666667,0.37869270171050623
Bearing1_1,1,313,0.8694444444444445,0.35743005232651975
Bearing1_1,1,314,0.8722222222222222,0.35410766494256213
Bearing1_1,1,315,0.875,0.339920492142802
Bearing1_1,1,316,0.8777777777777778,0.35313553547158005
Bearing1_1,1,317,0.8805555555555555,0.3702157625778092
Bearing1_1,1,318,0.8833333333333333,0.3411544876920056
Bearing1_1,1,319,0.8861111111111111,0.357941991581799
Bearing1_1,1,320,0.8888888888888888,0.37027405779327216
Bearing1_1,1,321,0.8916666666666667,0.36943101509793813
Bearing1_1,1,322,0.8944444444444445,0.35324859097836586
Bearing1_1,1,323,0.8972222222222223,0.36733040649625653
Bearing1_1,1,324,0.9,0.3679696033473603
Bearing1_1,1,325,0.9027777777777778,0.364560910485034
Bearing1_1,1,326,0.9055555555555556,0.3443807531804646
Bearing1_1,1,327,0.9083333333333333,0.3656645901385759
Bearing1_1,1,328,0.9111111111111111,0.3425248891324629
Bearing1_1,1,329,0.9138888888888889,0.3549294297780847
Bearing1_1,1,330,0.9166666666666666,0.35382086068658203
Bearing1_1,1,331,0.9194444444444444,0.3626901569825523
Bearing1_1,1,332,0.9222222222222223,0.3362079680327631
Bearing1_1,1,333,0.925,0.35417013590686436
Bearing1_1,1,334,0.9277777777777778,0.3735809944921594
Bearing1_1,1,335,0.9305555555555556,0.3398542851196602
Bearing1_1,1,336,0.9333333333333333,0.3645951805927512
Bearing1_1,1,337,0.9361111111111111,0.35766279426172903
Bearing1_1,1,338,0.9388888888888889,0.3611705246847156
Bearing1_1,1,339,0.9416666666666667,0.3467225033316039
Bearing1_1,1,340,0.9444444444444444,0.3443261055590932
Bearing1_1,1,341,0.9472222222222222,0.36993071800838256
Bearing1_1,1,342,0.95,0.3533507215099104
Bearing1_1,1,343,0.9527777777777777,0.3440378802053992
Bearing1_1,1,344,0.9555555555555556,0.35223962244303986
Bearing1_1,1,345,0.9583333333333334,0.3607083564738489
Bearing1_1,1,346,0.9611111111111111,0.3566071210634128
Bearing1_1,1,347,0.9638888888888889,0.3602138715963419
Bearing1_1,1,348,0.9666666666666667,0.34084811691345274
Bearing1_1,1,349,0.9694444444444444,0.3557318884564195
Bearing1_1,1,350,0.9722222222222222,0.35436782214936513
Bearing1_1,1,351,0.975,0.34880262656336614
Bearing1_1,1,352,0.9777777777777777,0.3482695746521191
Bearing1_1,1,353,0.9805555555555555,0.3493488454995079
Bearing1_1,1,354,0.9833333333333333,0.3747837085208459
Bearing1_1,1,355,0.9861111111111112,0.3225588073188825
Bearing1_1,1,356,0.9888888888888889,0.34395407739223294
Bearing1_1,1,357,0.9916666666666667,0.37777747334676576
Bearing1_1,1,358,0.9944444444444445,0.33621604995897253
Bearing1_1,1,359,0.9972222222222222,0.3350589753293194
Bearing1_1,1,360,1.0,0.33818983787572227
Bearing1_1,1,361,1.0027777777777778,0.3438865157913229
Bearing1_1,1,362,1.0055555555555555,0.34143805411092454
Bearing1_1,1,363,1.0083333333333333,0.3576463267210828
Bearing1_1,1,364,1.011111111111111,0.34560552966498376
Bearing1_1,1,365,1.0138888888888888,0.3431314772965402
Bearing1_1,1,366,1.0166666666666666,0.3585064729409201
Bearing1_1,1,367,1.0194444444444444,0.3514486647287192
Bearing1_1,1,368,1.0222222222222221,0.3643395112932679
Bearing1_1,1,369,1.025,0.34712757406244704
Bearing1_1,1,370,1.0277777777777777,0.33820929644725334
Bearing1_1,1,371,1.0305555555555554,0.3704677047491699
Bearing1_1,1,372,1.0333333333333334,0.33490706559242994
Bearing1_1,1,373,1.0361111111111112,0.37465597863511213
Bearing1_1,1,374,1.038888888888889,0.35574141045906404
Bearing1_1,1,375,1.0416666666666667,0.3484244319501397
Bearing1_1,1,376,1.0444444444444445,0.3357167060555418
Bearing1_1,1,377,1.0472222222222223,0.3532434386769797
Bearing1_1,1,378,1.05,0.3358689352053619
Bearing1_1,1,379,1.0527777777777778,0.3237692464469115
Bearing1_1,1,380,1.0555555555555556,0.34080514389917865
Bearing1_1,1,381,1.0583333333333333,0.3403243798511911
Bearing1_1,1,382,1.0611111111111111,0.3326851010679674
Bearing1_1,1,383,1.0638888888888889,0.32606939007112895
Bearing1_1,1,384,1.0666666666666667,0.33179765847712794
Bearing1_1,1,385,1.0694444444444444,0.3331103422819063
Bearing1_1,1,386,1.0722222222222222,0.3230055078996168
Bearing1_1,1,387,1.075,0.3243059120264776
Bearing1_1,1,388,1.0777777777777777,0.42857449765476224
Bearing1_1,1,389,1.0805555555555555,0.33254074562868496
Bearing1_1,1,390,1.0833333333333333,0.3371512378646978
Bearing1_1,1,391,1.086111111111111,0.31588417377356043
Bearing1_1,1,392,1.0888888888888888,0.3150961790623973
Bearing1_1,1,393,1.0916666666666666,0.30316830906515274
Bearing1_1,1,394,1.0944444444444446,0.3260005510977967
Bearing1_1,1,395,1.0972222222222223,0.3069662943183018
Bearing1_1,1,396,1.1,0.319732825988247
Bearing1_1,1,397,1.1027777777777779,0.30766954231321336
Bearing1_1,1,398,1.1055555555555556,0.3135430679455098
Bearing1_1,1,399,1.1083333333333334,0.30017467590151653
Bearing1_1,1,400,1.1111111111111112,0.3135958690502531
Bearing1_1,1,401,1.113888888888889,0.2932933677940266
Bearing1_1,1,402,1.1166666666666667,0.3072004204255631
Bearing1_1,1,403,1.1194444444444445,0.2961535482739521
Bearing1_1,1,404,1.1222222222222222,0.35019315436150456
Bearing1_1,1,405,1.125,0.3091015772601305
Bearing1_1,1,406,1.1277777777777778,0.3334171719290574
Bearing1_1,1,407,1.1305555555555555,0.32345535236260575
Bearing1_1,1,408,1.1333333333333333,0.3205409383427451
Bearing1_1,1,409,1.136111111111111,0.33448046424612987
Bearing1_1,1,410,1.1388888888888888,0.30269127841467813
Bearing1_1,1,411,1.1416666666666666,0.3153309297216904
Bearing1_1,1,412,1.1444444444444444,0.3138660642765535
Bearing1_1,1,413,1.1472222222222221,0.31120392667024893
Bearing1_1,1,414,1.15,0.3075063102481333
Bearing1_1,1,415,1.1527777777777777,0.3228450333055985
Bearing1_1,1,416,1.1555555555555554,0.3209562409768054
Bearing1_1,1,417,1.1583333333333334,0.3089230016166159
Bearing1_1,1,418,1.1611111111111112,0.3339940377003034
Bearing1_1,1,419,1.163888888888889,0.3040545727511116
Bearing1_1,1,420,1.1666666666666667,0.3161329099165689
Bearing1_1,1,421,1.1694444444444445,0.31471790089520163
Bearing1_1,1,422,1.1722222222222223,0.3159079709530815
Bearing1_1,1,423,1.175,0.3142697009540128
Bearing1_1,1,424,1.1777777777777778,0.32417577064356073
Bearing1_1,1,425,1.1805555555555556,0.31108140984730376
Bearing1_1,1,426,1.1833333333333333,0.3220876656750258
Bearing1_1,1,427,1.1861111111111111,0.29854130768033654
Bearing1_1,1,428,1.1888888888888889,0.31491514444228214
Bearing1_1,1,429,1.1916666666666667,0.3257586200597046
Bearing1_1,1,430,1.1944444444444444,0.3420377633415096
Bearing1_1,1,431,1.1972222222222222,0.3337039735889346
Bearing1_1,1,432,1.2,0.2980852194424523
Bearing1_1,1,433,1.2027777777777777,0.3207376688374665
Bearing1_1,1,434,1.2055555555555555,0.29762357537655826
Bearing1_1,1,435,1.2083333333333333,0.29654240309671503
Bearing1_1,1,436,1.211111111111111,0.3216678867191793
Bearing1_1,1,437,1.2138888888888888,0.3011924116548903
Bearing1_1,1,438,1.2166666666666666,0.33532808514020146
Bearing1_1,1,439,1.2194444444444446,0.3006546199763508
Bearing1_1,1,440,1.2222222222222223,0.29427976494510977
Bearing1_1,1,441,1.225,0.29809677846383287
Bearing1_1,1,442,1.2277777777777779,0.3158036724660208
Bearing1_1,1,443,1.2305555555555556,0.3026446015680798
Bearing1_1,1,444,1.2333333333333334,0.3044368992787285
Bearing1_1,1,445,1.2361111111111112,0.3270502814438641
Bearing1_1,1,446,1.238888888888889,0.3173970098670127
Bearing1_1,1,447,1.2416666666666667,0.2920510601415759
Bearing1_1,1,448,1.2444444444444445,0.33662031125947395
Bearing1_1,1,449,1.2472222222222222,0.3065093008175308
Bearing1_1,1,450,1.25,0.32101973271879997
Bearing1_1,1,451,1.2527777777777778,0.2955109459099523
Bearing1_1,1,452,1.2555555555555555,0.2987733057133776
Bearing1_1,1,453,1.2583333333333333,0.3175646365608338
Bearing1_1,1,454,1.261111111111111,0.31265551845487805
Bearing1_1,1,455,1.2638888888888888,0.31624813611578984
Bearing1_1,1,456,1.2666666666666666,0.3170574108855285
Bearing1_1,1,457,1.2694444444444444,0.32777994956228074
Bearing1_1,1,458,1.2722222222222221,0.32893522711502043
Bearing1_1,1,459,1.275,0.33664478831658357
Bearing1_1,1,460,1.2777777777777777,0.2963582049454892
Bearing1_1,1,461,1.2805555555555554,0.3051226869460917
Bearing1_1,1,462,1.2833333333333334,0.3197643326881006
Bearing1_1,1,463,1.2861111111111112,0.30097239580850427
Bearing1_1,1,464,1.288888888888889,0.3118764624174538
Bearing1_1,1,465,1.2916666666666667,0.34291797147683617
Bearing1_1,1,466,1.2944444444444445,0.33505692220963845
Bearing1_1,1,467,1.2972222222222223,0.3253605642172072
Bearing1_1,1,468,1.3,0.31890156187529917
Bearing1_1,1,469,1.3027777777777778,0.3366377977421461
Bearing1_1,1,470,1.3055555555555556,0.33731693966198245
Bearing1_1,1,471,1.3083333333333333,0.3106261427070308
Bearing1_1,1,472,1.3111111111111111,0.2923902132394245
Bearing1_1,1,473,1.3138888888888889,0.30721573176577116
